"ScheduleGId","ReportId","ScheduleACount","ScheduleATotal","ScheduleBCount","ScheduleBTotal","UnItemizedCount","UnItemizedTotal","UnItemizedInKindCount","UnItemizedInKindTotal","AllContributionsCount","AllContributionsTotal","ScheduleCTotal","ScheduleBTotalAgain","UnItemizedInKindTotalAgain","ScheduleDTotal","TotalInKindAndExpenditures","BeginningLoanBalance","LoansReceivedTotal","LoansReceivedAndExistingTotal","LoansPaidTotal","NewLoanBalance","ScheduleId","ReportUID"
"400594","468845","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","206.39","206.39","4611.01",".00","4611.01",".00","4611.01","","{23724BDE-280E-A2C1-A1CF-D2BDAD89AFEB}"
"400600","468852","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","3722.35","3722.35","3622.35","3722.35","7344.70",".00","7344.70","","{0667F59D-869A-6CC1-3F6F-20B5D9888D89}"
"400601","468853","2","444.33","0",".00","2","150.00","0",".00","4","594.33",".00",".00",".00","444.33","444.33","4166.68","444.33","4611.01",".00","4611.01","","{F5E19181-26D2-F30A-FF65-FCBAB260AC9E}"
"400602","468854","1","200.00","0",".00","0",".00","0",".00","1","200.00",".00",".00",".00","100.00","100.00","4611.01",".00","4611.01",".00","4611.01","","{FCE1F1BC-EE1D-7E0E-C72B-D6ABBD397EED}"
"400603","468855","1","150.00","0",".00","2","200.00","0",".00","3","350.00",".00",".00",".00","514.51","514.51","4611.01",".00","4611.01",".00","4611.01","","{C1444692-9953-CABB-67BA-22E5399AEFA6}"
"400604","468856","2","400.00","0",".00","0",".00","0",".00","2","400.00",".00",".00",".00",".00",".00","4611.01",".00","4611.01",".00","4611.01","","{03798A5F-888A-CAB6-F8AE-980FCB65922A}"
"400605","468857","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","206.39","206.39","4611.01",".00","4611.01",".00","4611.01","","{23724BDE-280E-A2C1-A1CF-D2BDAD89AFEB}"
"400611","468863","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","3722.35","3722.35",".00","3722.35","3722.35",".00","3722.35","","{0667F59D-869A-6CC1-3F6F-20B5D9888D89}"
"400613","468865","2","444.33","0",".00","2","150.00","0",".00","4","594.33",".00",".00",".00","444.33","444.33","3722.35","444.33","4166.68",".00","4166.68","","{F5E19181-26D2-F30A-FF65-FCBAB260AC9E}"
"400614","468866","1","200.00","0",".00","0",".00","0",".00","1","200.00",".00",".00",".00","100.00","100.00","4166.68",".00","4166.68",".00","4166.68","","{FCE1F1BC-EE1D-7E0E-C72B-D6ABBD397EED}"
"400616","468868","1","150.00","0",".00","2","200.00","0",".00","3","350.00",".00",".00",".00","514.51","514.51","4166.68",".00","4166.68",".00","4166.68","","{C1444692-9953-CABB-67BA-22E5399AEFA6}"
"400617","468869","2","400.00","0",".00","0",".00","0",".00","2","400.00",".00",".00",".00",".00",".00","4166.68",".00","4166.68",".00","4166.68","","{03798A5F-888A-CAB6-F8AE-980FCB65922A}"
"400618","468870","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","206.39","206.39","4166.68",".00","4166.68",".00","4166.68","","{23724BDE-280E-A2C1-A1CF-D2BDAD89AFEB}"
"400621","468873","0",".00","0",".00","2","150.00","0",".00","2","150.00",".00",".00",".00","444.33","444.33","3722.35","444.33","4166.68",".00","4166.68","","{F5E19181-26D2-F30A-FF65-FCBAB260AC9E}"
"400624","468876","1","200.00","0",".00","0",".00","0",".00","1","200.00",".00",".00",".00","100.00","100.00","4166.68",".00","4166.68",".00","4166.68","","{FCE1F1BC-EE1D-7E0E-C72B-D6ABBD397EED}"
"400625","468877","1","150.00","0",".00","2","200.00","0",".00","3","350.00",".00",".00",".00","514.51","514.51","4166.68",".00","4166.68",".00","4166.68","","{C1444692-9953-CABB-67BA-22E5399AEFA6}"
"400626","468878","2","400.00","0",".00","0",".00","0",".00","2","400.00",".00",".00",".00",".00",".00","4166.68",".00","4166.68",".00","4166.68","","{03798A5F-888A-CAB6-F8AE-980FCB65922A}"
"400627","468879","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","206.39","206.39","4166.68",".00","4166.68",".00","4166.68","","{23724BDE-280E-A2C1-A1CF-D2BDAD89AFEB}"
"400628","468880","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","521.25","521.25",".00","1400.00","1400.00",".00","1400.00","","{54682AE3-3360-932C-FBDD-4D3572AD4583}"
"400631","468883","2","537.80","0",".00","0",".00","0",".00","2","537.80",".00",".00",".00","1017.07","1017.07",".00","757.41","757.41",".00","757.41","","{AA730E3E-0D3E-73A7-7CE6-801196E970E5}"
"400637","468896","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","521.25","521.25",".00","1400.00","1400.00",".00","1400.00","","{54682AE3-3360-932C-FBDD-4D3572AD4583}"
"400639","468898","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","9.95","9.95","3675.00",".00","3675.00",".00","3675.00","","{8DF5850B-594F-EC53-B856-E6C0EF3C1697}"
"400640","468899","1","1000.00","1","105.56","6","195.00","0",".00","8","1300.56",".00","105.56",".00","1195.02","1300.58","1400.00",".00","1400.00",".00","1400.00","","{8CA1AF2C-9AB9-FDE2-BC48-69B880B8DA63}"
"400643","468902","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","3675.00",".00","3675.00",".00","3675.00","","{83C71F6A-A161-2CE4-5252-6AA07C26812F}"
"400644","468903","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","3675.00",".00","3675.00",".00","3675.00","","{665C7B4E-9710-C1E1-52FA-601924B82DF9}"
"400648","468907","3","3839.22","0",".00","1","48.36","0",".00","4","3887.58",".00",".00",".00",".00",".00","4166.68",".00","4166.68","4266.68","-100.00","","{4C9033B6-7EB2-8ADC-6F10-BA046D31012B}"
"400650","468909","2","3372.48","0",".00","0",".00","0",".00","2","3372.48",".00",".00",".00","100.00","100.00","3675.00",".00","3675.00","3675.00",".00","","{DB7B15AD-FD09-21FB-AD91-E6ACF504E9D3}"
"400654","468913","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{78E429E3-EC60-75A1-4B2E-53A8FDDC0E9F}"
"400655","468914","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{B77FA6CA-29C6-B633-3247-BB3AC62D44A7}"
"400657","468916","6","2700.00","0",".00","0",".00","0",".00","6","2700.00",".00",".00",".00","15864.40","15864.40",".00",".00",".00",".00",".00","","{DE3BA22A-6198-378B-8DE2-B4B83A0A8519}"
"400658","468917","3","2852.80","0",".00","0",".00","0",".00","3","2852.80",".00",".00",".00","3458.92","3458.92",".00",".00",".00",".00",".00","","{F93510F5-9008-6FF4-2273-3B58AB3A6178}"
"400660","468919","2","750.00","0",".00","1","25.00","0",".00","3","775.00",".00",".00",".00","3790.51","3790.51",".00",".00",".00",".00",".00","","{17001C5D-5C54-2EF3-B736-441F84E77B2E}"
"400661","468920","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","213.20","213.20",".00",".00",".00",".00",".00","","{91802E54-B408-CB40-6FD3-6DB9B28449C3}"
"400662","468921","41","19700.00","0",".00","7","575.00","1","83.33","49","20358.33",".00",".00","83.33","10748.97","10832.30",".00",".00",".00",".00",".00","","{0BD73CAC-4F14-B250-0534-B7D119836A3E}"
"400663","468922","9","5855.00","0",".00","2","200.00","0",".00","11","6055.00",".00",".00",".00","2968.30","2968.30",".00",".00",".00",".00",".00","","{110593EE-4B19-5C7E-0631-9262D067C4D7}"
"400664","468923","11","4850.00","0",".00","2","200.00","0",".00","13","5050.00",".00",".00",".00","2542.22","2542.22",".00",".00",".00",".00",".00","","{862E0848-E703-FC8D-90A9-D99A5DE80348}"
"400665","468924","10","5725.00","0",".00","2","100.00","0",".00","12","5825.00","50.00",".00",".00","8884.58","8884.58",".00",".00",".00",".00",".00","","{0400B5AC-6B26-D0DC-F38D-9270B312E166}"
"400666","468925","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{6BC1029F-4F4E-C2AC-A2C5-514CB06EF4AA}"
"400667","468926","4","1500.00","0",".00","0",".00","0",".00","4","1500.00",".00",".00",".00","1254.13","1254.13",".00",".00",".00",".00",".00","","{BD238ABA-5806-9212-B06A-A7113A723742}"
"400668","468927","5","1400.00","0",".00","0",".00","0",".00","5","1400.00",".00",".00",".00","16123.15","16123.15",".00",".00",".00",".00",".00","","{578E94C4-81E6-7321-BCD4-3E8EF0C6E1E8}"
"400669","468928","46","26000.00","0",".00","20","1700.00","0",".00","66","27700.00",".00",".00",".00","8602.44","8602.44",".00",".00",".00",".00",".00","","{D2D9E69A-3C13-ACF0-FA9E-6FFBF484F985}"
"400670","468929","2","1000.00","0",".00","0",".00","0",".00","2","1000.00",".00",".00",".00","13770.44","13770.44",".00",".00",".00",".00",".00","","{4C098A3C-0546-8443-D56B-43E513EAC488}"
"400671","468930","8","3550.00","0",".00","0",".00","0",".00","8","3550.00",".00",".00",".00","2659.00","2659.00",".00",".00",".00",".00",".00","","{036A8D2C-0190-660B-88E1-FE06BE7EF44E}"
"400672","468931","9","5650.00","0",".00","2","200.00","0",".00","11","5850.00",".00",".00",".00","12249.48","12249.48",".00",".00",".00",".00",".00","","{65182970-F271-64C5-ADA4-A1DE32F52F26}"
"400673","468932","11","8000.00","0",".00","1","100.00","0",".00","12","8100.00",".00",".00",".00","8037.00","8037.00",".00",".00",".00",".00",".00","","{88B42AB5-CE98-E578-99CB-37740E787BD7}"
"400674","468933","14","6710.00","0",".00","2","200.00","0",".00","16","6910.00",".00",".00",".00","4517.60","4517.60",".00",".00",".00",".00",".00","","{8123DECB-6AE4-29C5-2239-4F1B0532237E}"
"400675","468934","4","2250.00","0",".00","0",".00","0",".00","4","2250.00",".00",".00",".00","510.00","510.00",".00",".00",".00",".00",".00","","{6BD87EE7-80E6-D52F-8E8B-90EF186894A8}"
"400676","468935","4","2500.00","0",".00","2","200.00","0",".00","6","2700.00",".00",".00",".00","779.00","779.00",".00",".00",".00",".00",".00","","{9861E44B-EE51-9812-D373-C845FFD23366}"
"400677","468936","3","1750.00","0",".00","1","50.00","0",".00","4","1800.00",".00",".00",".00","7468.00","7468.00",".00",".00",".00",".00",".00","","{25BA3AAE-0012-FFCE-5A54-85BA67C82195}"
"400678","468937","13","6400.00","0",".00","8","725.00","0",".00","21","7125.00",".00",".00",".00","11829.50","11829.50",".00",".00",".00",".00",".00","","{43E1A4CE-BC44-6CFD-8A9E-E5655CA0AD1B}"
"400680","468939","51","28300.00","0",".00","13","1250.00","0",".00","64","29550.00",".00",".00",".00","23676.11","23676.11",".00",".00",".00",".00",".00","","{406B5278-4592-FE2A-16E0-BB2D02D5AF5C}"
"400681","468940","0",".00","0",".00","1","75.00","0",".00","1","75.00",".00",".00",".00","7905.43","7905.43",".00",".00",".00",".00",".00","","{23A0F3D0-B658-EB13-EDB8-C3C7891FFEF7}"
"400682","468941","5","3250.00","0",".00","0",".00","0",".00","5","3250.00",".00",".00",".00","13252.20","13252.20",".00",".00",".00",".00",".00","","{36B30311-0235-5993-1A6C-E00A5AAEBCBC}"
"400683","468942","13","5700.00","0",".00","1","100.00","0",".00","14","5800.00",".00",".00",".00","11410.01","11410.01",".00",".00",".00",".00",".00","","{CB65ABF2-CDE7-C00F-2EC9-16251F2BF824}"
"400684","468943","23","13375.00","0",".00","2","200.00","0",".00","25","13575.00",".00",".00",".00","9774.51","9774.51",".00",".00",".00",".00",".00","","{D6AC61FC-441E-F853-85A8-FB762A6ED5D1}"
"400685","468944","21","14200.00","0",".00","0",".00","0",".00","21","14200.00",".00",".00",".00","6360.84","6360.84",".00",".00",".00",".00",".00","","{539790B3-7E9D-87B1-9642-062BB1E7713A}"
"400686","468945","6","4150.00","0",".00","0",".00","0",".00","6","4150.00",".00",".00",".00","13533.70","13533.70",".00",".00",".00",".00",".00","","{3AAAF95D-18A5-9D20-3896-9131B2E32A02}"
"400687","468946","9","5250.00","1","786.20","2","150.00","1","6.40","13","6192.60",".00","786.20","6.40","3045.51","3838.11",".00",".00",".00",".00",".00","","{726058C1-02A2-74CC-1C35-560BE0EC2E66}"
"400688","468947","1","500.00","0",".00","0",".00","0",".00","1","500.00",".00",".00",".00","4776.92","4776.92",".00",".00",".00",".00",".00","","{7C3A6426-5FEE-661A-94BE-17724F6D6D93}"
"400690","468949","2","400.00","0",".00","0",".00","0",".00","2","400.00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{71D15EBA-09CA-E583-DCAD-BA269D25044A}"
"400691","468950","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00","314.03","314.03",".00",".00",".00",".00",".00","","{A93B3370-2B34-57F0-3C51-F64C68862B9B}"
"400692","468951","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{A93B3370-2B34-57F0-3C51-F64C68862B9B}"
"400694","468953","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","100.00","100.00","200.00","100.00","100.00","","{DFA5E5A9-1ED9-154A-4173-683CECD136DE}"
"400703","468962","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{37A8CDAE-E997-C050-8C8A-1ED9129C2F4D}"
"400711","468971","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{101356D1-5595-0FA5-28FE-387AE25E722A}"
"400712","468972","0",".00","1","800.00","1","3.00","0",".00","2","803.00",".00","800.00",".00","3.00","803.00",".00",".00",".00",".00",".00","","{4A98D43E-058B-9F40-E0CD-48A1D257B4DB}"
"400714","468974","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{BB540006-2382-91FD-66CA-BD46D02A7DA7}"
"400717","468977","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00","916.41",".00","916.41",".00","916.41","","{1000C749-0957-C844-A8B7-5CAD4C5CBF0C}"
"400718","468978","1","50.00","1","500.00","3","300.00","0",".00","5","850.00",".00","500.00",".00","10.90","510.90",".00",".00",".00",".00",".00","","{72943CE2-4701-A64B-C716-4478DA8EA23C}"
"400719","468979","5","650.00","0",".00","8","553.79","0",".00","13","1203.79",".00",".00",".00","292.05","292.05",".00",".00",".00",".00",".00","","{EB76BB43-B46C-2128-4E04-F0944D9F2EAF}"
"400720","468980","6","1600.00","0",".00","1","100.00","0",".00","7","1700.00",".00",".00",".00","244.95","244.95",".00",".00",".00",".00",".00","","{8656B0B9-56DB-3F03-8BD8-6C45F2DCEDA6}"
"400721","468981","5","2150.00","0",".00","1","100.00","0",".00","6","2250.00",".00",".00",".00","976.39","976.39",".00",".00",".00",".00",".00","","{5C00E919-7AB4-F4AF-894F-6FB56CE8AA3B}"
"400726","468987","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{6D07A400-7071-DB4C-1968-B3E5A86F585D}"
"400749","469010","1","394.83","1","250.00","0",".00","0",".00","2","644.83","738.37","250.00",".00","743.52","993.52","1000.00",".00","1000.00","1000.00",".00","","{8677C40C-3C67-6B0F-04A0-561FAC734129}"
"400753","469015","5","11100.00","5","507.87","5","165.00","2","131.86","17","11904.73",".00","507.87","131.86","32873.68","33513.41",".00",".00",".00",".00",".00","","{DBCE1A0B-970B-BF96-4B03-A51CB5B3B5E5}"
"400766","469031","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{AAA61ACD-9C17-7E9E-3A36-FE541C024901}"
"400772","469038","9","780.80","0",".00","2","100.00","0",".00","11","880.80","43.28",".00",".00","924.08","924.08",".00",".00",".00",".00",".00","","{EBC6B4ED-E545-A14F-EEBA-2B37428FEC7A}"
"400782","469050","0",".00","0",".00","0",".00","0",".00","0",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00",".00","","{EC0B195D-6E39-840E-47D9-11A518089BFA}"
"400783","469052","81","45244.00","1","319.76","351","6801.38","0",".00","433","52365.14",".00","319.76",".00","83108.92","83428.68",".00",".00",".00",".00",".00","","{5AFFD877-69FA-43EC-C099-5F2017ED2F22}"
"400787","469057","1","1200.00","0",".00","0",".00","0",".00","1","1200.00",".00",".00",".00","10611.54","10611.54",".00",".00",".00",".00",".00","","{A474602F-DFD5-420E-E986-0091FE118616}"
